day,sec,name,value
0,601,add,536871428
0,601,1,779.00
0,601,1,779.00
0,601,1,779.00
0,601,0,0.00
0,601,1,779.00
0,601,1,779.00
0,601,0,0.00
0,601,1,779.00
0,601,1,779.00
0,601,1,779.00
0,601,1,779.00
0,601,0,28.00
0,601,0,0.00
0,601,0,0.00
0,601,1,779.00
0,601,0,0.00
0,601,1,779.00
0,601,1,779.00
0,601,1,779.00
0,601,0,42.00
0,601,1,779.00
0,601,1,779.00
0,601,0,49.00
0,601,1,779.00
0,601,0,36.00
0,601,0,0.00
0,601,0,0.00
0,601,1,779.00
0,601,1,779.00
0,601,1,779.00
0,601,0,62.00
0,601,1,779.00
0,601,add,536871556
0,601,1,780.00
0,601,1,779.00
0,601,1,779.00
0,601,0,96.00
0,601,1,779.00
0,601,1,779.00
0,601,0,98.00
0,601,1,779.00
0,601,1,779.00
0,601,1,779.00
0,601,1,779.00
0,601,0,127.00
0,601,0,64.00
0,601,0,33.00
0,601,1,779.00
0,601,0,64.00
0,601,0,22.00
0,601,0,2.00
0,601,0,0.00
0,601,1,779.00
0,601,0,38.00
0,601,0,2.00
0,601,1,779.00
0,601,0,41.00
0,601,1,779.00
0,601,1,779.00
0,601,1,779.00
0,601,0,104.00
0,601,0,47.00
0,601,0,17.00
0,601,1,779.00
0,601,0,52.00
0,1202,add,536871428
0,1202,1,780.00
0,1202,1,779.00
0,1202,1,779.00
0,1202,0,85.00
0,1202,1,780.00
0,1202,1,780.00
0,1202,0,114.00
0,1202,1,779.00
0,1202,1,780.00
0,1202,1,780.00
0,1202,1,779.00
0,1202,0,166.00
0,1202,0,104.00
0,1202,0,72.00
0,1202,1,779.00
0,1202,0,110.00
0,1202,1,780.00
0,1202,1,780.00
0,1202,1,780.00
0,1202,0,171.00
0,1202,1,780.00
0,1202,1,780.00
0,1202,0,178.00
0,1202,1,779.00
0,1202,0,164.00
0,1202,0,113.00
0,1202,0,84.00
0,1202,1,780.00
0,1202,1,779.00
0,1202,1,779.00
0,1202,0,185.00
0,1202,1,780.00
0,1202,add,536871556
0,1202,1,779.00
0,1202,1,780.00
0,1202,1,779.00
0,1202,0,212.00
0,1202,1,779.00
0,1202,1,780.00
0,1202,0,216.00
0,1202,1,780.00
0,1202,1,780.00
0,1202,1,780.00
0,1202,1,780.00
0,1202,0,246.00
0,1202,0,176.00
0,1202,0,139.00
0,1202,1,779.00
0,1202,0,173.00
0,1202,0,127.00
0,1202,0,103.00
0,1202,0,88.00
0,1202,1,780.00
0,1202,0,141.00
0,1202,0,101.00
0,1202,1,779.00
0,1202,0,145.00
0,1202,1,779.00
0,1202,1,780.00
0,1202,1,780.00
0,1202,0,210.00
0,1202,0,147.00
0,1202,0,115.00
0,1202,1,780.00
