day,sec,name,value
0,601,add,536871428
0,601,1,778.00
0,601,1,779.00
0,601,1,778.00
0,601,0,781.00
0,601,1,778.00
0,601,1,778.00
0,601,0,780.00
0,601,1,778.00
0,601,1,778.00
0,601,1,778.00
0,601,1,778.00
0,601,0,781.00
0,601,0,780.00
0,601,0,781.00
0,601,1,778.00
0,601,0,780.00
0,601,1,778.00
0,601,1,778.00
0,601,1,778.00
0,601,0,780.00
0,601,1,778.00
0,601,1,778.00
0,601,0,780.00
0,601,1,779.00
0,601,0,780.00
0,601,0,781.00
0,601,0,780.00
0,601,1,778.00
0,601,1,778.00
0,601,1,778.00
0,601,0,780.00
0,601,1,778.00
0,601,add,536871556
0,601,1,779.00
0,601,1,778.00
0,601,1,778.00
0,601,0,780.00
0,601,1,779.00
0,601,1,778.00
0,601,0,780.00
0,601,1,778.00
0,601,1,778.00
0,601,1,778.00
0,601,1,778.00
0,601,0,780.00
0,601,0,781.00
0,601,0,781.00
0,601,1,779.00
0,601,0,780.00
0,601,0,780.00
0,601,0,781.00
0,601,0,780.00
0,601,1,779.00
0,601,0,780.00
0,601,0,780.00
0,601,1,778.00
0,601,0,780.00
0,601,1,778.00
0,601,1,778.00
0,601,1,778.00
0,601,0,780.00
0,601,0,780.00
0,601,0,780.00
0,601,1,779.00
0,601,0,781.00
0,1202,add,536871428
0,1202,1,779.00
0,1202,1,779.00
0,1202,1,779.00
0,1202,0,781.00
0,1202,1,779.00
0,1202,1,779.00
0,1202,0,781.00
0,1202,1,779.00
0,1202,1,779.00
0,1202,1,779.00
0,1202,1,779.00
0,1202,0,781.00
0,1202,0,781.00
0,1202,0,782.00
0,1202,1,779.00
0,1202,0,781.00
0,1202,1,779.00
0,1202,1,779.00
0,1202,1,779.00
0,1202,0,781.00
0,1202,1,779.00
0,1202,1,779.00
0,1202,0,781.00
0,1202,1,779.00
0,1202,0,781.00
0,1202,0,781.00
0,1202,0,781.00
0,1202,1,779.00
0,1202,1,779.00
0,1202,1,779.00
0,1202,0,781.00
0,1202,1,779.00
0,1202,add,536871556
0,1202,1,779.00
0,1202,1,779.00
0,1202,1,779.00
0,1202,0,781.00
0,1202,1,779.00
0,1202,1,779.00
0,1202,0,781.00
0,1202,1,779.00
0,1202,1,779.00
0,1202,1,779.00
0,1202,1,779.00
0,1202,0,781.00
0,1202,0,781.00
0,1202,0,781.00
0,1202,1,779.00
0,1202,0,782.00
0,1202,0,781.00
0,1202,0,781.00
0,1202,0,781.00
0,1202,1,779.00
0,1202,0,781.00
0,1202,0,781.00
0,1202,1,779.00
0,1202,0,781.00
0,1202,1,779.00
0,1202,1,779.00
0,1202,1,779.00
0,1202,0,781.00
0,1202,0,781.00
0,1202,0,781.00
0,1202,1,779.00
0,1202,0,781.00
0,1803,add,536871428
0,1803,1,778.00
0,1803,1,778.00
0,1803,1,778.00
0,1803,0,781.00
0,1803,1,778.00
0,1803,1,778.00
0,1803,0,781.00
0,1803,1,778.00
0,1803,1,778.00
0,1803,1,778.00
0,1803,1,778.00
0,1803,0,781.00
0,1803,0,781.00
0,1803,0,780.00
0,1803,1,778.00
0,1803,0,781.00
0,1803,1,778.00
0,1803,1,778.00
0,1803,1,778.00
0,1803,0,781.00
0,1803,1,778.00
0,1803,1,778.00
0,1803,0,781.00
0,1803,1,778.00
0,1803,0,780.00
0,1803,0,780.00
0,1803,0,781.00
0,1803,1,778.00
0,1803,1,778.00
0,1803,1,778.00
0,1803,0,780.00
0,1803,1,778.00
0,1803,add,536871556
0,1803,1,778.00
0,1803,1,778.00
0,1803,1,777.00
0,1803,0,781.00
0,1803,1,778.00
0,1803,1,778.00
0,1803,0,781.00
0,1803,1,778.00
0,1803,1,778.00
0,1803,1,778.00
0,1803,1,778.00
0,1803,0,780.00
0,1803,0,781.00
0,1803,0,781.00
0,1803,1,778.00
0,1803,0,780.00
0,1803,0,780.00
0,1803,0,781.00
0,1803,0,780.00
0,1803,1,778.00
0,1803,0,780.00
0,1803,0,781.00
0,1803,1,778.00
0,1803,0,781.00
0,1803,1,778.00
0,1803,1,778.00
0,1803,1,778.00
0,1803,0,780.00
0,1803,0,780.00
0,1803,0,781.00
0,1803,1,778.00
0,1803,0,780.00
0,2404,add,536871428
0,2404,1,777.00
0,2404,1,777.00
0,2404,1,778.00
0,2404,0,780.00
0,2404,1,777.00
0,2404,1,777.00
0,2404,0,780.00
0,2404,1,777.00
0,2404,1,777.00
0,2404,1,777.00
0,2404,1,777.00
0,2404,0,780.00
0,2404,0,780.00
0,2404,0,780.00
0,2404,1,777.00
0,2404,0,780.00
0,2404,1,777.00
0,2404,1,777.00
0,2404,1,777.00
0,2404,0,780.00
0,2404,1,777.00
0,2404,1,778.00
0,2404,0,780.00
0,2404,1,777.00
0,2404,0,780.00
0,2404,0,780.00
0,2404,0,780.00
0,2404,1,777.00
0,2404,1,777.00
0,2404,1,777.00
0,2404,0,780.00
0,2404,1,777.00
0,2404,add,536871556
0,2404,1,777.00
0,2404,1,778.00
0,2404,1,778.00
0,2404,0,780.00
0,2404,1,777.00
0,2404,1,777.00
0,2404,0,780.00
0,2404,1,777.00
0,2404,1,778.00
0,2404,1,777.00
0,2404,1,777.00
0,2404,0,780.00
0,2404,0,780.00
0,2404,0,780.00
0,2404,1,777.00
0,2404,0,780.00
0,2404,0,780.00
0,2404,0,780.00
0,2404,0,780.00
0,2404,1,777.00
0,2404,0,780.00
0,2404,0,780.00
0,2404,1,777.00
0,2404,0,780.00
0,2404,1,776.00
0,2404,1,777.00
0,2404,1,778.00
0,2404,0,780.00
0,2404,0,780.00
0,2404,0,780.00
0,2404,1,777.00
0,2404,0,780.00
0,3005,add,536871428
0,3005,1,776.00
0,3005,1,777.00
0,3005,1,777.00
0,3005,0,780.00
0,3005,1,777.00
0,3005,1,777.00
0,3005,0,780.00
0,3005,1,777.00
0,3005,1,777.00
0,3005,1,777.00
0,3005,1,777.00
0,3005,0,780.00
0,3005,0,780.00
0,3005,0,780.00
0,3005,1,777.00
0,3005,0,780.00
0,3005,1,777.00
0,3005,1,777.00
0,3005,1,777.00
0,3005,0,780.00
0,3005,1,777.00
0,3005,1,777.00
0,3005,0,780.00
0,3005,1,777.00
0,3005,0,780.00
0,3005,0,780.00
0,3005,0,780.00
0,3005,1,776.00
0,3005,1,777.00
0,3005,1,777.00
0,3005,0,780.00
0,3005,1,777.00
0,3005,add,536871556
0,3005,1,777.00
0,3005,1,777.00
0,3005,1,777.00
0,3005,0,780.00
0,3005,1,777.00
0,3005,1,777.00
0,3005,0,780.00
0,3005,1,777.00
0,3005,1,777.00
0,3005,1,777.00
0,3005,1,777.00
0,3005,0,780.00
0,3005,0,780.00
0,3005,0,780.00
0,3005,1,777.00
0,3005,0,780.00
0,3005,0,780.00
0,3005,0,780.00
0,3005,0,780.00
0,3005,1,777.00
0,3005,0,780.00
0,3005,0,780.00
0,3005,1,777.00
