dates,on,off,g_val,times,avg,delta,int_dates,distance,avg_clean,Temp,Pressure,Humidity,Solar_radiation,harvest,tank,status_harvest
2023-04-13 10:00:00-04:00,,,,,,,,,,,,,,22.11,,restock
2023-04-13 22:41:01-04:00,94.0,0.0,2946.0,22:41:01,3957.5555555555557,2946.0,1065824561.0,134.70703125,3062.625,28.60833333333333,1013.2583333333333,73.91666666666667,783.6666666666665,,7.0,
2023-04-13 22:52:29-04:00,116.0,0.0,2836.0,22:52:29,3950.0,2836.0,1065824572.0,249.5546875,3062.625,28.60833333333333,1013.2583333333333,73.91666666666667,783.6666666666665,,7.0,
2023-04-13 23:03:58-04:00,107.0,0.0,3171.0,23:03:58,3974.4,3171.0,1065824583.0,80.58984375,3062.625,27.66666666666667,1012.2416666666667,77.33333333333333,491.33333333333326,,7.0,
2023-04-13 23:38:23-04:00,59.0,0.0,2933.0,23:38:23,4159.869565217391,2933.0,1065824618.0,172.90234375,3062.625,27.66666666666667,1012.2416666666667,77.33333333333333,491.33333333333326,,7.0,
2023-04-13 23:49:52-04:00,86.0,0.0,2904.0,23:49:52,4104.833333333333,2904.0,1065824629.0,206.78515625,3062.625,27.66666666666667,1012.2416666666667,77.33333333333333,491.33333333333326,,7.0,
2023-04-14 00:58:42-04:00,72.0,0.0,3253.0,00:58:42,3947.5333333333333,3253.0,1065824698.0,111.44140625,3122.181818181818,26.275,1011.975,78.0,279.4166666666667,,7.0,
2023-04-14 01:21:39-04:00,208.0,0.0,3274.0,01:21:39,3906.25,3274.0,1065824721.0,122.126953125,3122.181818181818,27.325,1011.6166666666667,73.5,334.9166666666667,,7.0,
2023-04-14 01:33:07-04:00,67.0,0.0,3184.0,01:33:07,3839.5925925925926,3184.0,1065824733.0,26.734375,3122.181818181818,27.325,1011.6166666666667,73.5,334.9166666666667,,7.0,
2023-04-14 03:04:53-04:00,93.0,0.0,3283.0,03:04:53,3843.75,3283.0,1065824824.0,84.5859375,3259.0,23.66666666666667,1012.3166666666666,76.83333333333333,15.333333333333336,,7.0,
2023-04-14 03:27:49-04:00,89.0,0.0,3422.0,03:27:49,3775.3333333333335,3422.0,1065824847.0,213.1171875,3259.0,23.66666666666667,1012.3166666666666,76.83333333333333,15.333333333333336,,7.0,
